city,state,region,tourism_zone,latitude,longitude,tourist_arrivals_annual_m,peak_months,popularity_tier
Saputara,Gujarat,West India,Hill Station,20.6872,72.1843,0.3,Apr|May|Jun|Sep|Oct,small
Wilson Hills,Gujarat,West India,Hill Station,21.5164,69.5477,0.09,Apr|May|Jun|Sep|Oct,obscure
Don,Gujarat,West India,Hill Station,20.6109,72.7501,0.1,Apr|May|Jun|Sep|Oct,obscure
Sawai Madhopur,Rajasthan,North India,Wildlife,28.7808,74.3749,0.52,Nov|Dec|Jan|Feb|Mar,mid
Sariska,Rajasthan,North India,Wildlife,27.9318,73.108,0.17,Nov|Dec|Jan|Feb|Mar,small
Tal Chhapar,Rajasthan,North India,Wildlife,28.031,75.5369,0.17,Nov|Dec|Jan|Feb|Mar,small
Mount Abu WLS,Rajasthan,North India,Wildlife,25.6681,73.7449,0.06,Nov|Dec|Jan|Feb|Mar,obscure
Mukundra,Rajasthan,North India,Wildlife,27.8959,75.6407,0.05,Nov|Dec|Jan|Feb|Mar,obscure
Bandh Baretha,Rajasthan,North India,Wildlife,28.7254,74.2063,0.06,Nov|Dec|Jan|Feb|Mar,obscure
Sajjangarh,Rajasthan,North India,Wildlife,28.5475,74.2894,0.06,Nov|Dec|Jan|Feb|Mar,obscure
Ramgarh Vishdhari,Rajasthan,North India,Wildlife,27.8375,72.7041,0.06,Nov|Dec|Jan|Feb|Mar,obscure
National Chambal,Rajasthan,North India,Wildlife,28.1804,74.3837,0.05,Nov|Dec|Jan|Feb|Mar,obscure
Tala,Madhya Pradesh,North India,Wildlife,21.4582,79.2393,0.53,Nov|Dec|Jan|Feb|Mar,mid
Mukki,Madhya Pradesh,North India,Wildlife,23.3394,78.394,0.18,Nov|Dec|Jan|Feb|Mar,small
Khawasa,Madhya Pradesh,North India,Wildlife,22.4356,77.0125,0.19,Nov|Dec|Jan|Feb|Mar,small
Madla,Madhya Pradesh,North India,Wildlife,22.4392,80.4533,0.05,Nov|Dec|Jan|Feb|Mar,obscure
Pachmarhi,Madhya Pradesh,North India,Wildlife,24.6981,80.2725,0.49,Nov|Dec|Jan|Feb|Mar,mid
Pench Turia,Madhya Pradesh,North India,Wildlife,23.465,78.1679,0.19,Nov|Dec|Jan|Feb|Mar,small
Madhai,Madhya Pradesh,North India,Wildlife,23.6159,80.29,0.16,Nov|Dec|Jan|Feb|Mar,small
Kuno-Palpur,Madhya Pradesh,North India,Wildlife,23.3573,79.6727,0.48,Nov|Dec|Jan|Feb|Mar,mid
Singhori,Madhya Pradesh,North India,Wildlife,21.412,79.6627,0.05,Nov|Dec|Jan|Feb|Mar,obscure
Karera,Madhya Pradesh,North India,Wildlife,22.5483,78.9021,0.06,Nov|Dec|Jan|Feb|Mar,obscure
Sanjay-Dubri,Madhya Pradesh,North India,Wildlife,23.6146,80.2758,0.05,Nov|Dec|Jan|Feb|Mar,obscure
Veerangana Durgavati,Madhya Pradesh,North India,Wildlife,23.9171,78.9261,0.06,Nov|Dec|Jan|Feb|Mar,obscure
Ghatigaon,Madhya Pradesh,North India,Wildlife,22.6029,79.1984,0.05,Nov|Dec|Jan|Feb|Mar,obscure
Ratapani,Madhya Pradesh,North India,Wildlife,21.5784,79.5084,0.17,Nov|Dec|Jan|Feb|Mar,small
Tadoba,Maharashtra,West India,Wildlife,19.3432,75.932,0.52,Nov|Dec|Jan|Feb|Mar,mid
Pench-Maharashtra,Maharashtra,West India,Wildlife,18.887,75.5166,0.2,Nov|Dec|Jan|Feb|Mar,small
Nagzira,Maharashtra,West India,Wildlife,18.9781,77.2093,0.17,Nov|Dec|Jan|Feb|Mar,small
Navegaon,Maharashtra,West India,Wildlife,18.3915,76.9802,0.17,Nov|Dec|Jan|Feb|Mar,small
Tipeshwar,Maharashtra,West India,Wildlife,21.1852,75.5124,0.15,Nov|Dec|Jan|Feb|Mar,small
Sahyadri WLS,Maharashtra,West India,Wildlife,20.4049,76.9539,0.05,Nov|Dec|Jan|Feb|Mar,obscure
Melghat,Maharashtra,West India,Wildlife,19.2007,74.1438,0.18,Nov|Dec|Jan|Feb|Mar,small
Karnala WLS,Maharashtra,West India,Wildlife,21.1588,76.9749,0.06,Nov|Dec|Jan|Feb|Mar,obscure
Phansad,Maharashtra,West India,Wildlife,21.2884,76.2057,0.06,Nov|Dec|Jan|Feb|Mar,obscure
Mayureshwar,Maharashtra,West India,Wildlife,19.7815,74.3469,0.05,Nov|Dec|Jan|Feb|Mar,obscure
Yedshi-Ramling,Maharashtra,West India,Wildlife,18.45,76.7553,0.05,Nov|Dec|Jan|Feb|Mar,obscure
Lonar Lake,Maharashtra,West India,Wildlife,19.9445,75.2381,0.19,Nov|Dec|Jan|Feb|Mar,small
Radhanagari,Maharashtra,West India,Wildlife,19.9359,76.113,0.15,Nov|Dec|Jan|Feb|Mar,small
Bandipur,Karnataka,South India,Wildlife,14.6334,77.5085,0.6,Nov|Dec|Jan|Feb|Mar,mid
Nagarhole,Karnataka,South India,Wildlife,15.4125,76.679,0.61,Nov|Dec|Jan|Feb|Mar,mid
BRT,Karnataka,South India,Wildlife,13.7855,77.4106,0.18,Nov|Dec|Jan|Feb|Mar,small
Dandeli,Karnataka,South India,Wildlife,15.1399,76.3584,0.53,Nov|Dec|Jan|Feb|Mar,mid
Bhadra,Karnataka,South India,Wildlife,16.6807,76.7189,0.18,Nov|Dec|Jan|Feb|Mar,small
Anshi,Karnataka,South India,Wildlife,14.1751,77.3886,0.17,Nov|Dec|Jan|Feb|Mar,small
Cauvery WLS,Karnataka,South India,Wildlife,16.7986,74.1095,0.16,Nov|Dec|Jan|Feb|Mar,small
Kabini,Karnataka,South India,Wildlife,14.0709,74.5028,0.53,Nov|Dec|Jan|Feb|Mar,mid
Anekere,Karnataka,South India,Wildlife,16.0736,75.1557,0.06,Nov|Dec|Jan|Feb|Mar,obscure
Mookambika WLS,Karnataka,South India,Wildlife,16.7417,76.9554,0.05,Nov|Dec|Jan|Feb|Mar,obscure
Sharavathi,Karnataka,South India,Wildlife,15.8062,75.893,0.16,Nov|Dec|Jan|Feb|Mar,small
Pushpagiri,Karnataka,South India,Wildlife,14.6102,75.8305,0.18,Nov|Dec|Jan|Feb|Mar,small
Brahmagiri,Karnataka,South India,Wildlife,14.1271,77.2998,0.16,Nov|Dec|Jan|Feb|Mar,small
Thekkady,Kerala,South India,Wildlife,11.104,76.623,0.58,Nov|Dec|Jan|Feb|Mar,mid
Silent Valley,Kerala,South India,Wildlife,11.398,76.3718,0.61,Nov|Dec|Jan|Feb|Mar,mid
Eravikulam,Kerala,South India,Wildlife,10.0954,75.5427,0.18,Nov|Dec|Jan|Feb|Mar,small
Parambikulam,Kerala,South India,Wildlife,10.9728,76.5118,0.19,Nov|Dec|Jan|Feb|Mar,small
Chinnar,Kerala,South India,Wildlife,10.7165,76.4924,0.17,Nov|Dec|Jan|Feb|Mar,small
Aralam,Kerala,South India,Wildlife,11.0535,75.9335,0.2,Nov|Dec|Jan|Feb|Mar,small
Neyyar,Kerala,South India,Wildlife,10.8227,76.7575,0.18,Nov|Dec|Jan|Feb|Mar,small
Peppara,Kerala,South India,Wildlife,10.5259,75.5868,0.05,Nov|Dec|Jan|Feb|Mar,obscure
Kurinjimala,Kerala,South India,Wildlife,10.7534,76.2448,0.05,Nov|Dec|Jan|Feb|Mar,obscure
Mudumalai,Tamil Nadu,South India,Wildlife,11.514,77.9853,0.6,Nov|Dec|Jan|Feb|Mar,mid
Mukurthi,Tamil Nadu,South India,Wildlife,11.9731,79.9588,0.2,Nov|Dec|Jan|Feb|Mar,small
Anaimalai,Tamil Nadu,South India,Wildlife,9.8008,78.1939,0.18,Nov|Dec|Jan|Feb|Mar,small
Sathyamangalam,Tamil Nadu,South India,Wildlife,10.4788,78.5393,0.16,Nov|Dec|Jan|Feb|Mar,small
Kalakkad-Mundanthurai,Tamil Nadu,South India,Wildlife,10.2225,77.2085,0.16,Nov|Dec|Jan|Feb|Mar,small
Point Calimere,Tamil Nadu,South India,Wildlife,10.7129,79.0754,0.16,Nov|Dec|Jan|Feb|Mar,small
Vedanthangal,Tamil Nadu,South India,Wildlife,12.4451,77.4349,0.17,Nov|Dec|Jan|Feb|Mar,small
Srivilliputhur,Tamil Nadu,South India,Wildlife,11.4097,77.9858,0.06,Nov|Dec|Jan|Feb|Mar,obscure
Vallanadu,Tamil Nadu,South India,Wildlife,11.1238,78.713,0.06,Nov|Dec|Jan|Feb|Mar,obscure
Megamalai,Tamil Nadu,South India,Wildlife,10.4407,76.9434,0.2,Nov|Dec|Jan|Feb|Mar,small
Nagarjunsagar Reserve,Andhra Pradesh,South India,Wildlife,15.9296,81.4201,0.16,Nov|Dec|Jan|Feb|Mar,small
Sri Venkateswara,Andhra Pradesh,South India,Wildlife,15.3804,78.1219,0.17,Nov|Dec|Jan|Feb|Mar,small
Coringa,Andhra Pradesh,South India,Wildlife,17.2864,80.2953,0.17,Nov|Dec|Jan|Feb|Mar,small
Pulicat,Andhra Pradesh,South India,Wildlife,16.0421,80.9898,0.17,Nov|Dec|Jan|Feb|Mar,small
Papikondalu,Andhra Pradesh,South India,Wildlife,17.2868,80.559,0.19,Nov|Dec|Jan|Feb|Mar,small
Kawal,Telangana,South India,Wildlife,17.6274,78.6621,0.18,Nov|Dec|Jan|Feb|Mar,small
Pranahita,Telangana,South India,Wildlife,17.0108,79.2116,0.15,Nov|Dec|Jan|Feb|Mar,small
Amrabad,Telangana,South India,Wildlife,18.1253,79.9719,0.16,Nov|Dec|Jan|Feb|Mar,small
Eturnagaram,Telangana,South India,Wildlife,19.8707,79.6694,0.15,Nov|Dec|Jan|Feb|Mar,small
Pakhal,Telangana,South India,Wildlife,19.8203,78.6381,0.19,Nov|Dec|Jan|Feb|Mar,small
Kinnerasani,Telangana,South India,Wildlife,17.5307,80.6002,0.06,Nov|Dec|Jan|Feb|Mar,obscure
Simlipal,Odisha,East India,Wildlife,19.8666,85.1328,0.56,Nov|Dec|Jan|Feb|Mar,mid
Bhitarkanika,Odisha,East India,Wildlife,19.3131,83.7933,0.53,Nov|Dec|Jan|Feb|Mar,mid
Satkosia,Odisha,East India,Wildlife,20.8555,84.9452,0.18,Nov|Dec|Jan|Feb|Mar,small
Debrigarh,Odisha,East India,Wildlife,21.0058,84.4807,0.18,Nov|Dec|Jan|Feb|Mar,small
Kuldiha,Odisha,East India,Wildlife,19.735,86.8662,0.06,Nov|Dec|Jan|Feb|Mar,obscure
Karlapat,Odisha,East India,Wildlife,20.2272,84.5109,0.06,Nov|Dec|Jan|Feb|Mar,obscure
Chandaka,Odisha,East India,Wildlife,21.0664,85.8515,0.05,Nov|Dec|Jan|Feb|Mar,obscure
Hadgarh,Odisha,East India,Wildlife,22.0867,84.6261,0.06,Nov|Dec|Jan|Feb|Mar,obscure
Buxa,West Bengal,East India,Wildlife,24.7176,88.1613,0.61,Nov|Dec|Jan|Feb|Mar,mid
Gorumara,West Bengal,East India,Wildlife,23.8012,88.537,0.48,Nov|Dec|Jan|Feb|Mar,mid
Jaldapara,West Bengal,East India,Wildlife,22.8985,89.5415,0.61,Nov|Dec|Jan|Feb|Mar,mid
Mahananda,West Bengal,East India,Wildlife,23.9842,88.1395,0.19,Nov|Dec|Jan|Feb|Mar,small
Singalila,West Bengal,East India,Wildlife,23.2907,86.6738,0.18,Nov|Dec|Jan|Feb|Mar,small
Senchal,West Bengal,East India,Wildlife,23.421,89.0882,0.16,Nov|Dec|Jan|Feb|Mar,small
Neora Valley,West Bengal,East India,Wildlife,23.6406,86.1737,0.2,Nov|Dec|Jan|Feb|Mar,small
Bibhutibhushan,West Bengal,East India,Wildlife,21.5856,86.1282,0.05,Nov|Dec|Jan|Feb|Mar,obscure
Sajnekhali,West Bengal,East India,Wildlife,21.7352,88.5458,0.17,Nov|Dec|Jan|Feb|Mar,small
Manas,Assam,East India,Wildlife,26.64,93.6128,0.62,Nov|Dec|Jan|Feb|Mar,mid
Nameri,Assam,East India,Wildlife,26.5773,92.2397,0.16,Nov|Dec|Jan|Feb|Mar,small
Dibru-Saikhowa,Assam,East India,Wildlife,25.7317,92.6601,0.18,Nov|Dec|Jan|Feb|Mar,small
Orang,Assam,East India,Wildlife,26.2408,92.642,0.16,Nov|Dec|Jan|Feb|Mar,small
Pobitora,Assam,East India,Wildlife,26.8594,92.6877,0.17,Nov|Dec|Jan|Feb|Mar,small
Burachapori,Assam,East India,Wildlife,26.6352,93.2935,0.06,Nov|Dec|Jan|Feb|Mar,obscure
Laokhowa,Assam,East India,Wildlife,26.5093,93.1161,0.05,Nov|Dec|Jan|Feb|Mar,obscure
Namdapha,Arunachal Pradesh,East India,Wildlife,27.8144,94.8229,0.51,Nov|Dec|Jan|Feb|Mar,mid
Mouling,Arunachal Pradesh,East India,Wildlife,28.9767,94.4062,0.16,Nov|Dec|Jan|Feb|Mar,small
Pakke,Arunachal Pradesh,East India,Wildlife,27.7516,95.058,0.17,Nov|Dec|Jan|Feb|Mar,small
D'Ering,Arunachal Pradesh,East India,Wildlife,27.9781,95.4239,0.19,Nov|Dec|Jan|Feb|Mar,small
Eaglenest,Arunachal Pradesh,East India,Wildlife,27.8575,94.125,0.18,Nov|Dec|Jan|Feb|Mar,small
Dibang,Arunachal Pradesh,East India,Wildlife,28.0275,95.4983,0.19,Nov|Dec|Jan|Feb|Mar,small
Tale Valley,Arunachal Pradesh,East India,Wildlife,28.9474,95.2174,0.05,Nov|Dec|Jan|Feb|Mar,obscure
Nokrek,Meghalaya,East India,Wildlife,25.1302,91.7126,0.17,Nov|Dec|Jan|Feb|Mar,small
Balphakram,Meghalaya,East India,Wildlife,25.3778,90.9803,0.17,Nov|Dec|Jan|Feb|Mar,small
Siju,Meghalaya,East India,Wildlife,24.9933,91.4317,0.06,Nov|Dec|Jan|Feb|Mar,obscure
Dampa,Mizoram,East India,Wildlife,23.4739,92.3596,0.18,Nov|Dec|Jan|Feb|Mar,small
Murlen,Mizoram,East India,Wildlife,23.2989,92.5279,0.06,Nov|Dec|Jan|Feb|Mar,obscure
Intanki,Nagaland,East India,Wildlife,26.2097,94.7807,0.15,Nov|Dec|Jan|Feb|Mar,small
Pulie Badze,Nagaland,East India,Wildlife,26.0213,94.9078,0.05,Nov|Dec|Jan|Feb|Mar,obscure
Keibul Lamjao,Manipur,East India,Wildlife,25.0932,93.1183,0.18,Nov|Dec|Jan|Feb|Mar,small
Yangoupokpi,Manipur,East India,Wildlife,25.3466,93.7611,0.06,Nov|Dec|Jan|Feb|Mar,obscure
Sepahijala,Tripura,East India,Wildlife,24.167,91.9765,0.16,Nov|Dec|Jan|Feb|Mar,small
Trishna,Tripura,East India,Wildlife,24.2183,91.8827,0.18,Nov|Dec|Jan|Feb|Mar,small
Gomati,Tripura,East India,Wildlife,24.1848,91.7437,0.18,Nov|Dec|Jan|Feb|Mar,small
Kanchenjunga NP,Sikkim,East India,Wildlife,27.5511,88.6439,0.2,Nov|Dec|Jan|Feb|Mar,small
Maenam,Sikkim,East India,Wildlife,27.7779,88.315,0.2,Nov|Dec|Jan|Feb|Mar,small
Pangolakha,Sikkim,East India,Wildlife,27.3355,88.7618,0.06,Nov|Dec|Jan|Feb|Mar,obscure
Fambong Lho,Sikkim,East India,Wildlife,27.4682,88.5072,0.06,Nov|Dec|Jan|Feb|Mar,obscure
Great Himalayan NP,Himachal Pradesh,North India,Wildlife,31.8394,77.8517,0.62,Nov|Dec|Jan|Feb|Mar,mid
Inderkilla,Himachal Pradesh,North India,Wildlife,30.3148,77.2787,0.05,Nov|Dec|Jan|Feb|Mar,obscure
Sechu Tuan,Himachal Pradesh,North India,Wildlife,31.8728,76.8253,0.06,Nov|Dec|Jan|Feb|Mar,obscure
Rupi Bhaba,Himachal Pradesh,North India,Wildlife,31.1693,77.1603,0.06,Nov|Dec|Jan|Feb|Mar,obscure
Tundah,Himachal Pradesh,North India,Wildlife,31.6617,77.1188,0.05,Nov|Dec|Jan|Feb|Mar,obscure
Pong Dam,Himachal Pradesh,North India,Wildlife,30.4802,76.63,0.17,Nov|Dec|Jan|Feb|Mar,small
Dachigam,Jammu & Kashmir,North India,Wildlife,33.3916,76.0679,0.19,Nov|Dec|Jan|Feb|Mar,small
Hokersar,Jammu & Kashmir,North India,Wildlife,34.2452,76.6784,0.19,Nov|Dec|Jan|Feb|Mar,small
Hirpora,Jammu & Kashmir,North India,Wildlife,33.2608,77.1398,0.06,Nov|Dec|Jan|Feb|Mar,obscure
Surinsar,Jammu & Kashmir,North India,Wildlife,34.3032,76.5944,0.05,Nov|Dec|Jan|Feb|Mar,obscure
Ramnagar,Uttarakhand,North India,Wildlife,30.3408,78.5156,1.56,Nov|Dec|Jan|Feb|Mar,major
Rajaji,Uttarakhand,North India,Wildlife,29.7878,78.6169,0.52,Nov|Dec|Jan|Feb|Mar,mid
Govind,Uttarakhand,North India,Wildlife,29.6468,79.426,0.2,Nov|Dec|Jan|Feb|Mar,small
Askot,Uttarakhand,North India,Wildlife,29.7531,79.3766,0.05,Nov|Dec|Jan|Feb|Mar,obscure
Sonanadi,Uttarakhand,North India,Wildlife,30.3159,79.3284,0.15,Nov|Dec|Jan|Feb|Mar,small
Dudhwa,Uttar Pradesh,North India,Wildlife,25.4756,80.2545,0.54,Nov|Dec|Jan|Feb|Mar,mid
Katarniaghat,Uttar Pradesh,North India,Wildlife,26.8591,82.3724,0.19,Nov|Dec|Jan|Feb|Mar,small
Kishanpur,Uttar Pradesh,North India,Wildlife,26.1695,79.5727,0.2,Nov|Dec|Jan|Feb|Mar,small
Pilibhit,Uttar Pradesh,North India,Wildlife,26.1121,81.3627,0.51,Nov|Dec|Jan|Feb|Mar,mid
Sohelwa,Uttar Pradesh,North India,Wildlife,25.5308,79.7015,0.19,Nov|Dec|Jan|Feb|Mar,small
Suhelwa,Uttar Pradesh,North India,Wildlife,27.2307,80.647,0.06,Nov|Dec|Jan|Feb|Mar,obscure
Ranipur,Uttar Pradesh,North India,Wildlife,26.745,81.0851,0.06,Nov|Dec|Jan|Feb|Mar,obscure
Valmiki,Bihar,East India,Wildlife,24.6495,84.9059,0.6,Nov|Dec|Jan|Feb|Mar,mid
Kaimur Hills,Bihar,East India,Wildlife,25.697,84.641,0.17,Nov|Dec|Jan|Feb|Mar,small
Bhimbandh,Bihar,East India,Wildlife,25.426,84.635,0.06,Nov|Dec|Jan|Feb|Mar,obscure
Betla,Jharkhand,East India,Wildlife,22.9088,85.3562,0.56,Nov|Dec|Jan|Feb|Mar,mid
Hazaribagh WLS,Jharkhand,East India,Wildlife,23.7263,84.7198,0.17,Nov|Dec|Jan|Feb|Mar,small
Dalma,Jharkhand,East India,Wildlife,23.6425,84.666,0.16,Nov|Dec|Jan|Feb|Mar,small
Saranda,Jharkhand,East India,Wildlife,23.743,84.6255,0.18,Nov|Dec|Jan|Feb|Mar,small
Indravati,Chhattisgarh,East India,Wildlife,21.7739,81.7955,0.56,Nov|Dec|Jan|Feb|Mar,mid
Achanakmar,Chhattisgarh,East India,Wildlife,21.2109,81.1624,0.17,Nov|Dec|Jan|Feb|Mar,small
Kanger Valley,Chhattisgarh,East India,Wildlife,21.7711,82.2272,0.17,Nov|Dec|Jan|Feb|Mar,small
Udanti,Chhattisgarh,East India,Wildlife,21.7863,82.2633,0.18,Nov|Dec|Jan|Feb|Mar,small
Guru Ghasidas,Chhattisgarh,East India,Wildlife,20.5525,81.6212,0.15,Nov|Dec|Jan|Feb|Mar,small
Sasan-Gir,Gujarat,West India,Wildlife,24.0388,72.7545,0.49,Nov|Dec|Jan|Feb|Mar,mid
Velavadar,Gujarat,West India,Wildlife,23.8216,69.5042,0.17,Nov|Dec|Jan|Feb|Mar,small
Jamnagar Marine,Gujarat,West India,Wildlife,23.2283,72.147,0.2,Nov|Dec|Jan|Feb|Mar,small
Dhrangadhra,Gujarat,West India,Wildlife,22.7852,70.9033,0.2,Nov|Dec|Jan|Feb|Mar,small
Khijadiya,Gujarat,West India,Wildlife,21.8369,72.5206,0.06,Nov|Dec|Jan|Feb|Mar,obscure
Vansda,Gujarat,West India,Wildlife,21.8123,71.8478,0.18,Nov|Dec|Jan|Feb|Mar,small
Hingolgadh,Gujarat,West India,Wildlife,22.4015,71.7427,0.05,Nov|Dec|Jan|Feb|Mar,obscure
Vagator,Goa,West India,Beach,15.1071,74.1424,1.21,Nov|Dec|Jan|Feb,mid
Baga,Goa,West India,Beach,15.4367,73.9536,3.19,Nov|Dec|Jan|Feb,major
Candolim,Goa,West India,Beach,15.0136,73.999,1.26,Nov|Dec|Jan|Feb,mid
Sinquerim,Goa,West India,Beach,15.3267,74.1392,1.32,Nov|Dec|Jan|Feb,mid
Dona Paula,Goa,West India,Beach,15.1485,74.0277,1.12,Nov|Dec|Jan|Feb,mid
Colva,Goa,West India,Beach,15.5624,74.255,1.06,Nov|Dec|Jan|Feb,mid
Benaulim,Goa,West India,Beach,15.4857,74.0715,1.3,Nov|Dec|Jan|Feb,mid
Varca,Goa,West India,Beach,15.5303,73.8294,1.09,Nov|Dec|Jan|Feb,mid
Cavelossim,Goa,West India,Beach,15.0605,73.8401,0.39,Nov|Dec|Jan|Feb,small
Palolem,Goa,West India,Beach,15.422,73.8492,1.29,Nov|Dec|Jan|Feb,mid
Morjim,Goa,West India,Beach,15.2414,73.9606,0.34,Nov|Dec|Jan|Feb,small
Arambol,Goa,West India,Beach,15.5182,73.8539,1.2,Nov|Dec|Jan|Feb,mid
Alibag,Maharashtra,West India,Beach,18.9913,76.8468,1.28,Nov|Dec|Jan|Feb,mid
Murud Janjira,Maharashtra,West India,Beach,19.0981,76.0625,0.39,Nov|Dec|Jan|Feb,small
Ratnagiri,Maharashtra,West India,Beach,19.1044,74.9964,1.07,Nov|Dec|Jan|Feb,mid
Ganpatipule,Maharashtra,West India,Beach,20.3268,74.7058,0.35,Nov|Dec|Jan|Feb,small
Tarkarli,Maharashtra,West India,Beach,18.1694,77.3247,0.42,Nov|Dec|Jan|Feb,small
Malvan,Maharashtra,West India,Beach,21.2317,76.1636,0.37,Nov|Dec|Jan|Feb,small
Vengurla,Maharashtra,West India,Beach,19.7342,77.4102,0.42,Nov|Dec|Jan|Feb,small
Diveagar,Maharashtra,West India,Beach,20.3668,76.7389,0.35,Nov|Dec|Jan|Feb,small
Karwar,Karnataka,South India,Beach,15.0188,74.4472,0.36,Nov|Dec|Jan|Feb,small
Maravanthe,Karnataka,South India,Beach,16.2359,75.6147,0.41,Nov|Dec|Jan|Feb,small
Malpe,Karnataka,South India,Beach,14.6027,76.4573,0.41,Nov|Dec|Jan|Feb,small
Kapu,Karnataka,South India,Beach,16.8131,75.9346,0.43,Nov|Dec|Jan|Feb,small
Kundapur,Karnataka,South India,Beach,15.5262,74.3927,0.35,Nov|Dec|Jan|Feb,small
Surathkal,Karnataka,South India,Beach,14.252,76.2381,0.42,Nov|Dec|Jan|Feb,small
Tannirbavi,Karnataka,South India,Beach,16.5697,74.2429,0.13,Nov|Dec|Jan|Feb,obscure
Varkala,Kerala,South India,Beach,10.3548,75.8995,1.26,Nov|Dec|Jan|Feb,mid
Cherai,Kerala,South India,Beach,11.0147,76.8678,0.34,Nov|Dec|Jan|Feb,small
Marari,Kerala,South India,Beach,11.2687,76.6289,0.38,Nov|Dec|Jan|Feb,small
Muzhappilangad,Kerala,South India,Beach,10.817,76.8612,0.36,Nov|Dec|Jan|Feb,small
Kappad,Kerala,South India,Beach,11.5812,75.4945,0.42,Nov|Dec|Jan|Feb,small
Payyambalam,Kerala,South India,Beach,11.5893,75.6577,0.43,Nov|Dec|Jan|Feb,small
Thirumullavaram,Kerala,South India,Beach,10.8163,75.8581,0.12,Nov|Dec|Jan|Feb,obscure
Poovar,Kerala,South India,Beach,10.3772,76.9342,0.38,Nov|Dec|Jan|Feb,small
Kanyakumari,Tamil Nadu,South India,Beach,12.1218,78.2304,3.79,Nov|Dec|Jan|Feb,major
Tranquebar,Tamil Nadu,South India,Beach,10.6233,77.8016,0.38,Nov|Dec|Jan|Feb,small
Marakkanam,Tamil Nadu,South India,Beach,11.1202,77.215,0.14,Nov|Dec|Jan|Feb,obscure
Poompuhar,Tamil Nadu,South India,Beach,11.0202,79.883,0.42,Nov|Dec|Jan|Feb,small
Silver Beach Cuddalore,Tamil Nadu,South India,Beach,10.6645,78.3501,0.38,Nov|Dec|Jan|Feb,small
Gokarna,Karnataka,South India,Beach,14.3166,74.4353,1.11,Nov|Dec|Jan|Feb,mid
Yarada,Andhra Pradesh,South India,Beach,17.4751,80.0249,0.37,Nov|Dec|Jan|Feb,small
Suryalanka,Andhra Pradesh,South India,Beach,14.6587,79.1275,0.36,Nov|Dec|Jan|Feb,small
Bheemili,Andhra Pradesh,South India,Beach,17.1101,79.7375,0.39,Nov|Dec|Jan|Feb,small
Manginapudi,Andhra Pradesh,South India,Beach,16.5754,78.8664,0.13,Nov|Dec|Jan|Feb,obscure
Mypadu,Andhra Pradesh,South India,Beach,17.5894,80.2501,0.12,Nov|Dec|Jan|Feb,obscure
Gopalpur,Odisha,East India,Beach,19.7556,86.1619,0.34,Nov|Dec|Jan|Feb,small
Chandipur,Odisha,East India,Beach,21.7431,85.0579,0.42,Nov|Dec|Jan|Feb,small
Talsari,Odisha,East India,Beach,21.1017,85.6105,0.1,Nov|Dec|Jan|Feb,obscure
Astaranga,Odisha,East India,Beach,19.2718,86.3481,0.14,Nov|Dec|Jan|Feb,obscure
Satapada,Odisha,East India,Beach,21.5556,86.0516,0.12,Nov|Dec|Jan|Feb,obscure
Digha,West Bengal,East India,Beach,24.2232,86.8932,1.27,Nov|Dec|Jan|Feb,mid
Mandarmani,West Bengal,East India,Beach,21.2229,87.8806,1.15,Nov|Dec|Jan|Feb,mid
Tajpur,West Bengal,East India,Beach,23.4142,88.4603,0.39,Nov|Dec|Jan|Feb,small
Bakkhali,West Bengal,East India,Beach,22.9295,87.8163,0.32,Nov|Dec|Jan|Feb,small
Shankarpur,West Bengal,East India,Beach,23.1759,86.1027,0.38,Nov|Dec|Jan|Feb,small
Frasergunj,West Bengal,East India,Beach,22.1791,89.5789,0.1,Nov|Dec|Jan|Feb,obscure
Tithal,Gujarat,West India,Beach,23.3874,71.8165,0.41,Nov|Dec|Jan|Feb,small
Dumas,Gujarat,West India,Beach,23.7352,69.7753,0.33,Nov|Dec|Jan|Feb,small
Mandvi,Gujarat,West India,Beach,20.996,70.081,0.38,Nov|Dec|Jan|Feb,small
Madhavpur,Gujarat,West India,Beach,23.3948,70.3524,0.36,Nov|Dec|Jan|Feb,small
Chorwad,Gujarat,West India,Beach,21.803,70.8517,0.38,Nov|Dec|Jan|Feb,small
Swaraj Dweep,Andaman & Nicobar,East India,Beach,12.5244,92.2114,3.96,Nov|Dec|Jan|Feb,major
Shaheed Dweep,Andaman & Nicobar,East India,Beach,12.2966,92.896,1.33,Nov|Dec|Jan|Feb,mid
Diglipur,Andaman & Nicobar,East India,Beach,12.1553,91.9996,0.36,Nov|Dec|Jan|Feb,small
Long Island,Andaman & Nicobar,East India,Beach,11.8243,91.9398,0.32,Nov|Dec|Jan|Feb,small
Baratang,Andaman & Nicobar,East India,Beach,11.2142,92.6498,0.37,Nov|Dec|Jan|Feb,small
Ross Island,Andaman & Nicobar,East India,Beach,12.195,92.7554,0.42,Nov|Dec|Jan|Feb,small
Agatti,Lakshadweep,South India,Beach,10.3272,72.6569,1.04,Nov|Dec|Jan|Feb,mid
Bangaram,Lakshadweep,South India,Beach,10.3969,72.8609,0.42,Nov|Dec|Jan|Feb,small
Kadmat,Lakshadweep,South India,Beach,10.5553,72.3679,0.33,Nov|Dec|Jan|Feb,small
Minicoy,Lakshadweep,South India,Beach,10.8254,72.8796,0.38,Nov|Dec|Jan|Feb,small
